"Year","Component","Province","Normalization","Measure","Value","Total"
2014,"Child Benefits","Prince Edward Island","Per Capita ($)","Contribution to Adjusted Balance",-12.7148961270045,-7938.06386306149
2014,"CPP Net Contributions","Prince Edward Island","Per Capita ($)","Contribution to Adjusted Balance",-256.326609920154,-7938.06386306149
2014,"Defense Purchases","Prince Edward Island","Per Capita ($)","Contribution to Adjusted Balance",150.812740678538,-7938.06386306149
2014,"EI Payments less Receipts","Prince Edward Island","Per Capita ($)","Contribution to Adjusted Balance",-943.700772740093,-7938.06386306149
2014,"Corporate Income Taxes","Prince Edward Island","Per Capita ($)","Contribution to Adjusted Balance",-705.651490376461,-7938.06386306149
2014,"Personal Income Taxes","Prince Edward Island","Per Capita ($)","Contribution to Adjusted Balance",-1172.3077727846,-7938.06386306149
2014,"Other Factors","Prince Edward Island","Per Capita ($)","Contribution to Adjusted Balance",-946.164391969853,-7938.06386306149
2014,"Non-Defense Purchases","Prince Edward Island","Per Capita ($)","Contribution to Adjusted Balance",-1724.42246066748,-7938.06386306149
2014,"OAS Benefits","Prince Edward Island","Per Capita ($)","Contribution to Adjusted Balance",-238.020550026137,-7938.06386306149
2014,"Equalization / Stabilization","Prince Edward Island","Per Capita ($)","Contribution to Adjusted Balance",-1984.19453803149,-7938.06386306149
2014,"GST and Excise Taxes","Prince Edward Island","Per Capita ($)","Contribution to Adjusted Balance",-105.373121096753,-7938.06386306149
2014,"Child Benefits","Quebec","Per Capita ($)","Contribution to Adjusted Balance",6.15724094144593,-2308.49512988972
2014,"CPP Net Contributions","Quebec","Per Capita ($)","Contribution to Adjusted Balance",-289.448555509565,-2308.49512988972
2014,"Defense Purchases","Quebec","Per Capita ($)","Contribution to Adjusted Balance",208.334316661427,-2308.49512988972
2014,"EI Payments less Receipts","Quebec","Per Capita ($)","Contribution to Adjusted Balance",-119.405133854978,-2308.49512988972
2014,"Corporate Income Taxes","Quebec","Per Capita ($)","Contribution to Adjusted Balance",-324.696682832338,-2308.49512988972
2014,"Personal Income Taxes","Quebec","Per Capita ($)","Contribution to Adjusted Balance",-1174.73161015832,-2308.49512988972
2014,"Other Factors","Quebec","Per Capita ($)","Contribution to Adjusted Balance",374.887522682021,-2308.49512988972
2014,"Non-Defense Purchases","Quebec","Per Capita ($)","Contribution to Adjusted Balance",60.0087457902596,-2308.49512988972
2014,"OAS Benefits","Quebec","Per Capita ($)","Contribution to Adjusted Balance",-219.265367764721,-2308.49512988972
2014,"Equalization / Stabilization","Quebec","Per Capita ($)","Contribution to Adjusted Balance",-627.28571635968,-2308.49512988972
2014,"GST and Excise Taxes","Quebec","Per Capita ($)","Contribution to Adjusted Balance",-203.049889485274,-2308.49512988972
2014,"Child Benefits","Saskatchewan","Per Capita ($)","Contribution to Adjusted Balance",-87.9522973177764,1049.37277973596
2014,"CPP Net Contributions","Saskatchewan","Per Capita ($)","Contribution to Adjusted Balance",97.8081546933024,1049.37277973596
2014,"Defense Purchases","Saskatchewan","Per Capita ($)","Contribution to Adjusted Balance",319.066007326063,1049.37277973596
2014,"EI Payments less Receipts","Saskatchewan","Per Capita ($)","Contribution to Adjusted Balance",133.033938389885,1049.37277973596
2014,"Corporate Income Taxes","Saskatchewan","Per Capita ($)","Contribution to Adjusted Balance",479.867243705894,1049.37277973596
2014,"Personal Income Taxes","Saskatchewan","Per Capita ($)","Contribution to Adjusted Balance",177.624884077974,1049.37277973596
2014,"Other Factors","Saskatchewan","Per Capita ($)","Contribution to Adjusted Balance",-1021.9544013168,1049.37277973596
2014,"Non-Defense Purchases","Saskatchewan","Per Capita ($)","Contribution to Adjusted Balance",211.78142412823,1049.37277973596
2014,"OAS Benefits","Saskatchewan","Per Capita ($)","Contribution to Adjusted Balance",84.1999602045178,1049.37277973596
2014,"Equalization / Stabilization","Saskatchewan","Per Capita ($)","Contribution to Adjusted Balance",476.247787121162,1049.37277973596
2014,"GST and Excise Taxes","Saskatchewan","Per Capita ($)","Contribution to Adjusted Balance",179.650078723508,1049.37277973596
2014,"Child Benefits","Yukon","Per Capita ($)","Contribution to Adjusted Balance",18.4251926729108,-27104.6896062922
2014,"CPP Net Contributions","Yukon","Per Capita ($)","Contribution to Adjusted Balance",1277.73483925401,-27104.6896062922
2014,"Defense Purchases","Yukon","Per Capita ($)","Contribution to Adjusted Balance",451.226061026505,-27104.6896062922
2014,"EI Payments less Receipts","Yukon","Per Capita ($)","Contribution to Adjusted Balance",-67.4660476947043,-27104.6896062922
2014,"Corporate Income Taxes","Yukon","Per Capita ($)","Contribution to Adjusted Balance",-611.473698802679,-27104.6896062922
2014,"Personal Income Taxes","Yukon","Per Capita ($)","Contribution to Adjusted Balance",213.0812893015,-27104.6896062922
2014,"Other Factors","Yukon","Per Capita ($)","Contribution to Adjusted Balance",-27438.5936320981,-27104.6896062922
2014,"Non-Defense Purchases","Yukon","Per Capita ($)","Contribution to Adjusted Balance",-2201.54350479817,-27104.6896062922
2014,"OAS Benefits","Yukon","Per Capita ($)","Contribution to Adjusted Balance",524.272796138251,-27104.6896062922
2014,"Equalization / Stabilization","Yukon","Per Capita ($)","Contribution to Adjusted Balance",476.247787121162,-27104.6896062922
2014,"GST and Excise Taxes","Yukon","Per Capita ($)","Contribution to Adjusted Balance",253.399311587066,-27104.6896062922
2015,"Child Benefits","Alberta","Per Capita ($)","Contribution to Adjusted Balance",-4.23589277308844,6415.95455211417
2015,"CPP Net Contributions","Alberta","Per Capita ($)","Contribution to Adjusted Balance",738.414263539247,6415.95455211417
2015,"Defense Purchases","Alberta","Per Capita ($)","Contribution to Adjusted Balance",134.521030057804,6415.95455211417
2015,"EI Payments less Receipts","Alberta","Per Capita ($)","Contribution to Adjusted Balance",136.958455857856,6415.95455211417
2015,"Corporate Income Taxes","Alberta","Per Capita ($)","Contribution to Adjusted Balance",929.635921919511,6415.95455211417
2015,"Personal Income Taxes","Alberta","Per Capita ($)","Contribution to Adjusted Balance",2497.52270172997,6415.95455211417
2015,"Other Factors","Alberta","Per Capita ($)","Contribution to Adjusted Balance",139.301389314799,6415.95455211417
2015,"Non-Defense Purchases","Alberta","Per Capita ($)","Contribution to Adjusted Balance",598.434129299937,6415.95455211417
2015,"OAS Benefits","Alberta","Per Capita ($)","Contribution to Adjusted Balance",390.128704749922,6415.95455211417
2015,"Equalization / Stabilization","Alberta","Per Capita ($)","Contribution to Adjusted Balance",489.343893220126,6415.95455211417
2015,"GST and Excise Taxes","Alberta","Per Capita ($)","Contribution to Adjusted Balance",365.929955198092,6415.95455211417
2015,"Child Benefits","British Columbia","Per Capita ($)","Contribution to Adjusted Balance",69.4798393485299,1045.77619924294
2015,"CPP Net Contributions","British Columbia","Per Capita ($)","Contribution to Adjusted Balance",64.3507208369805,1045.77619924294
2015,"Defense Purchases","British Columbia","Per Capita ($)","Contribution to Adjusted Balance",187.874982222827,1045.77619924294
2015,"EI Payments less Receipts","British Columbia","Per Capita ($)","Contribution to Adjusted Balance",76.1575842731549,1045.77619924294
2015,"Corporate Income Taxes","British Columbia","Per Capita ($)","Contribution to Adjusted Balance",-96.8726387748093,1045.77619924294
2015,"Personal Income Taxes","British Columbia","Per Capita ($)","Contribution to Adjusted Balance",-109.338809402505,1045.77619924294
2015,"Other Factors","British Columbia","Per Capita ($)","Contribution to Adjusted Balance",-32.8235512461129,1045.77619924294
2015,"Non-Defense Purchases","British Columbia","Per Capita ($)","Contribution to Adjusted Balance",347.222891611368,1045.77619924294
2015,"OAS Benefits","British Columbia","Per Capita ($)","Contribution to Adjusted Balance",-27.5337552892547,1045.77619924294
2015,"Equalization / Stabilization","British Columbia","Per Capita ($)","Contribution to Adjusted Balance",489.343893220126,1045.77619924294
2015,"GST and Excise Taxes","British Columbia","Per Capita ($)","Contribution to Adjusted Balance",77.9150424426316,1045.77619924294
2015,"Child Benefits","Manitoba","Per Capita ($)","Contribution to Adjusted Balance",-149.227487054496,-3023.20497024019
2015,"CPP Net Contributions","Manitoba","Per Capita ($)","Contribution to Adjusted Balance",75.398340028335,-3023.20497024019
2015,"Defense Purchases","Manitoba","Per Capita ($)","Contribution to Adjusted Balance",-51.0576962978841,-3023.20497024019
2015,"EI Payments less Receipts","Manitoba","Per Capita ($)","Contribution to Adjusted Balance",81.3337568335299,-3023.20497024019
2015,"Corporate Income Taxes","Manitoba","Per Capita ($)","Contribution to Adjusted Balance",-325.307305755626,-3023.20497024019
2015,"Personal Income Taxes","Manitoba","Per Capita ($)","Contribution to Adjusted Balance",-706.203012103664,-3023.20497024019
2015,"Other Factors","Manitoba","Per Capita ($)","Contribution to Adjusted Balance",-987.573065587924,-3023.20497024019
2015,"Non-Defense Purchases","Manitoba","Per Capita ($)","Contribution to Adjusted Balance",-62.9752495149514,-3023.20497024019
2015,"OAS Benefits","Manitoba","Per Capita ($)","Contribution to Adjusted Balance",86.7808417676167,-3023.20497024019
2015,"Equalization / Stabilization","Manitoba","Per Capita ($)","Contribution to Adjusted Balance",-868.776622757329,-3023.20497024019
2015,"GST and Excise Taxes","Manitoba","Per Capita ($)","Contribution to Adjusted Balance",-115.597469797796,-3023.20497024019
2015,"Child Benefits","New Brunswick","Per Capita ($)","Contribution to Adjusted Balance",9.73451538513922,-6347.48445977179
2015,"CPP Net Contributions","New Brunswick","Per Capita ($)","Contribution to Adjusted Balance",-175.735739224614,-6347.48445977179
2015,"Defense Purchases","New Brunswick","Per Capita ($)","Contribution to Adjusted Balance",-650.575196244903,-6347.48445977179
2015,"EI Payments less Receipts","New Brunswick","Per Capita ($)","Contribution to Adjusted Balance",-697.036685951139,-6347.48445977179
2015,"Corporate Income Taxes","New Brunswick","Per Capita ($)","Contribution to Adjusted Balance",-595.570494940509,-6347.48445977179
2015,"Personal Income Taxes","New Brunswick","Per Capita ($)","Contribution to Adjusted Balance",-1200.40394718341,-6347.48445977179
2015,"Other Factors","New Brunswick","Per Capita ($)","Contribution to Adjusted Balance",-192.846601548091,-6347.48445977179
2015,"Non-Defense Purchases","New Brunswick","Per Capita ($)","Contribution to Adjusted Balance",-636.683981249903,-6347.48445977179
2015,"OAS Benefits","New Brunswick","Per Capita ($)","Contribution to Adjusted Balance",-343.894182228618,-6347.48445977179
2015,"Equalization / Stabilization","New Brunswick","Per Capita ($)","Contribution to Adjusted Balance",-1725.87350381378,-6347.48445977179
2015,"GST and Excise Taxes","New Brunswick","Per Capita ($)","Contribution to Adjusted Balance",-138.598642771963,-6347.48445977179
2015,"Child Benefits","Newfoundland and Labrador","Per Capita ($)","Contribution to Adjusted Balance",70.2924973243185,-2909.92217212449
2015,"CPP Net Contributions","Newfoundland and Labrador","Per Capita ($)","Contribution to Adjusted Balance",-268.160931247272,-2909.92217212449
2015,"Defense Purchases","Newfoundland and Labrador","Per Capita ($)","Contribution to Adjusted Balance",181.520595014683,-2909.92217212449
2015,"EI Payments less Receipts","Newfoundland and Labrador","Per Capita ($)","Contribution to Adjusted Balance",-1132.32485327578,-2909.92217212449
2015,"Corporate Income Taxes","Newfoundland and Labrador","Per Capita ($)","Contribution to Adjusted Balance",-496.612824021787,-2909.92217212449
2015,"Personal Income Taxes","Newfoundland and Labrador","Per Capita ($)","Contribution to Adjusted Balance",67.2095517887483,-2909.92217212449
2015,"Other Factors","Newfoundland and Labrador","Per Capita ($)","Contribution to Adjusted Balance",-1101.66487885401,-2909.92217212449
2015,"Non-Defense Purchases","Newfoundland and Labrador","Per Capita ($)","Contribution to Adjusted Balance",-354.291790486768,-2909.92217212449
2015,"OAS Benefits","Newfoundland and Labrador","Per Capita ($)","Contribution to Adjusted Balance",-408.15936744435,-2909.92217212449
2015,"Equalization / Stabilization","Newfoundland and Labrador","Per Capita ($)","Contribution to Adjusted Balance",489.343893220126,-2909.92217212449
2015,"GST and Excise Taxes","Newfoundland and Labrador","Per Capita ($)","Contribution to Adjusted Balance",42.925935857601,-2909.92217212449
2015,"Child Benefits","Northwest Territories","Per Capita ($)","Contribution to Adjusted Balance",6.58728624486241,-29872.0715221864
2015,"CPP Net Contributions","Northwest Territories","Per Capita ($)","Contribution to Adjusted Balance",1958.30683458741,-29872.0715221864
2015,"Defense Purchases","Northwest Territories","Per Capita ($)","Contribution to Adjusted Balance",-703.90727873133,-29872.0715221864
2015,"EI Payments less Receipts","Northwest Territories","Per Capita ($)","Contribution to Adjusted Balance",112.093735827791,-29872.0715221864
2015,"Corporate Income Taxes","Northwest Territories","Per Capita ($)","Contribution to Adjusted Balance",594.417519878647,-29872.0715221864
2015,"Personal Income Taxes","Northwest Territories","Per Capita ($)","Contribution to Adjusted Balance",1839.60825446509,-29872.0715221864
2015,"Other Factors","Northwest Territories","Per Capita ($)","Contribution to Adjusted Balance",-31331.4063613006,-29872.0715221864
2015,"Non-Defense Purchases","Northwest Territories","Per Capita ($)","Contribution to Adjusted Balance",-4143.49664430751,-29872.0715221864
2015,"OAS Benefits","Northwest Territories","Per Capita ($)","Contribution to Adjusted Balance",698.680841690504,-29872.0715221864
2015,"Equalization / Stabilization","Northwest Territories","Per Capita ($)","Contribution to Adjusted Balance",489.343893220126,-29872.0715221864
2015,"GST and Excise Taxes","Northwest Territories","Per Capita ($)","Contribution to Adjusted Balance",607.700396238657,-29872.0715221864
2015,"Child Benefits","Nova Scotia","Per Capita ($)","Contribution to Adjusted Balance",14.8665962171024,-7697.58479055908
2015,"CPP Net Contributions","Nova Scotia","Per Capita ($)","Contribution to Adjusted Balance",-500.850838589068,-7697.58479055908
2015,"Defense Purchases","Nova Scotia","Per Capita ($)","Contribution to Adjusted Balance",-2138.58926594002,-7697.58479055908
2015,"EI Payments less Receipts","Nova Scotia","Per Capita ($)","Contribution to Adjusted Balance",-415.621107004283,-7697.58479055908
2015,"Corporate Income Taxes","Nova Scotia","Per Capita ($)","Contribution to Adjusted Balance",-495.044970818183,-7697.58479055908
2015,"Personal Income Taxes","Nova Scotia","Per Capita ($)","Contribution to Adjusted Balance",-867.412099788605,-7697.58479055908
2015,"Other Factors","Nova Scotia","Per Capita ($)","Contribution to Adjusted Balance",-397.80985711713,-7697.58479055908
2015,"Non-Defense Purchases","Nova Scotia","Per Capita ($)","Contribution to Adjusted Balance",-1076.71149485548,-7697.58479055908
2015,"OAS Benefits","Nova Scotia","Per Capita ($)","Contribution to Adjusted Balance",-266.306040701424,-7697.58479055908
2015,"Equalization / Stabilization","Nova Scotia","Per Capita ($)","Contribution to Adjusted Balance",-1463.62052310619,-7697.58479055908
2015,"GST and Excise Taxes","Nova Scotia","Per Capita ($)","Contribution to Adjusted Balance",-90.4851888558021,-7697.58479055908
2015,"Child Benefits","Nunavut","Per Capita ($)","Contribution to Adjusted Balance",-647.154830132661,-40967.3710146547
2015,"CPP Net Contributions","Nunavut","Per Capita ($)","Contribution to Adjusted Balance",794.006534411894,-40967.3710146547
2015,"Defense Purchases","Nunavut","Per Capita ($)","Contribution to Adjusted Balance",292.739403576342,-40967.3710146547
2015,"EI Payments less Receipts","Nunavut","Per Capita ($)","Contribution to Adjusted Balance",229.316148241062,-40967.3710146547
2015,"Corporate Income Taxes","Nunavut","Per Capita ($)","Contribution to Adjusted Balance",-593.280673916225,-40967.3710146547
2015,"Personal Income Taxes","Nunavut","Per Capita ($)","Contribution to Adjusted Balance",-424.997709790631,-40967.3710146547
2015,"Other Factors","Nunavut","Per Capita ($)","Contribution to Adjusted Balance",-39221.1045956674,-40967.3710146547
2015,"Non-Defense Purchases","Nunavut","Per Capita ($)","Contribution to Adjusted Balance",-2998.35291649951,-40967.3710146547
2015,"OAS Benefits","Nunavut","Per Capita ($)","Contribution to Adjusted Balance",1017.16218728909,-40967.3710146547
2015,"Equalization / Stabilization","Nunavut","Per Capita ($)","Contribution to Adjusted Balance",489.343893220126,-40967.3710146547
2015,"GST and Excise Taxes","Nunavut","Per Capita ($)","Contribution to Adjusted Balance",94.9515446132484,-40967.3710146547
2015,"Child Benefits","Ontario","Per Capita ($)","Contribution to Adjusted Balance",-2.90843594564006,654.918227340585
2015,"CPP Net Contributions","Ontario","Per Capita ($)","Contribution to Adjusted Balance",-34.1354117893083,654.918227340585
2015,"Defense Purchases","Ontario","Per Capita ($)","Contribution to Adjusted Balance",-70.0685287768238,654.918227340585
2015,"EI Payments less Receipts","Ontario","Per Capita ($)","Contribution to Adjusted Balance",97.2741853354701,654.918227340585
2015,"Corporate Income Taxes","Ontario","Per Capita ($)","Contribution to Adjusted Balance",13.9308002172868,654.918227340585
2015,"Personal Income Taxes","Ontario","Per Capita ($)","Contribution to Adjusted Balance",245.705718840084,654.918227340585
2015,"Other Factors","Ontario","Per Capita ($)","Contribution to Adjusted Balance",159.847499656719,654.918227340585
2015,"Non-Defense Purchases","Ontario","Per Capita ($)","Contribution to Adjusted Balance",-155.248001518958,654.918227340585
2015,"OAS Benefits","Ontario","Per Capita ($)","Contribution to Adjusted Balance",59.5538016239987,654.918227340585
2015,"Equalization / Stabilization","Ontario","Per Capita ($)","Contribution to Adjusted Balance",322.788093525398,654.918227340585
2015,"GST and Excise Taxes","Ontario","Per Capita ($)","Contribution to Adjusted Balance",18.1785061723579,654.918227340585
2015,"Child Benefits","Prince Edward Island","Per Capita ($)","Contribution to Adjusted Balance",5.79720528307985,-7993.50406404432
2015,"CPP Net Contributions","Prince Edward Island","Per Capita ($)","Contribution to Adjusted Balance",-246.898584678247,-7993.50406404432
2015,"Defense Purchases","Prince Edward Island","Per Capita ($)","Contribution to Adjusted Balance",138.139491108344,-7993.50406404432
2015,"EI Payments less Receipts","Prince Edward Island","Per Capita ($)","Contribution to Adjusted Balance",-1005.04524366187,-7993.50406404432
2015,"Corporate Income Taxes","Prince Edward Island","Per Capita ($)","Contribution to Adjusted Balance",-636.10996324697,-7993.50406404432
2015,"Personal Income Taxes","Prince Edward Island","Per Capita ($)","Contribution to Adjusted Balance",-1234.09757178343,-7993.50406404432
2015,"Other Factors","Prince Edward Island","Per Capita ($)","Contribution to Adjusted Balance",-843.072842068354,-7993.50406404432
2015,"Non-Defense Purchases","Prince Edward Island","Per Capita ($)","Contribution to Adjusted Balance",-1753.41853557431,-7993.50406404432
2015,"OAS Benefits","Prince Edward Island","Per Capita ($)","Contribution to Adjusted Balance",-244.351787138427,-7993.50406404432
2015,"Equalization / Stabilization","Prince Edward Island","Per Capita ($)","Contribution to Adjusted Balance",-2021.96738485052,-7993.50406404432
2015,"GST and Excise Taxes","Prince Edward Island","Per Capita ($)","Contribution to Adjusted Balance",-152.478847433609,-7993.50406404432
2015,"Child Benefits","Quebec","Per Capita ($)","Contribution to Adjusted Balance",2.27384749324102,-2321.17990375429
2015,"CPP Net Contributions","Quebec","Per Capita ($)","Contribution to Adjusted Balance",-307.748691788713,-2321.17990375429
2015,"Defense Purchases","Quebec","Per Capita ($)","Contribution to Adjusted Balance",193.963906762607,-2321.17990375429
2015,"EI Payments less Receipts","Quebec","Per Capita ($)","Contribution to Adjusted Balance",-100.924331140457,-2321.17990375429
2015,"Corporate Income Taxes","Quebec","Per Capita ($)","Contribution to Adjusted Balance",-286.028272050701,-2321.17990375429
2015,"Personal Income Taxes","Quebec","Per Capita ($)","Contribution to Adjusted Balance",-1297.38909126731,-2321.17990375429
2015,"Other Factors","Quebec","Per Capita ($)","Contribution to Adjusted Balance",598.573878336466,-2321.17990375429
2015,"Non-Defense Purchases","Quebec","Per Capita ($)","Contribution to Adjusted Balance",19.3367038060992,-2321.17990375429
2015,"OAS Benefits","Quebec","Per Capita ($)","Contribution to Adjusted Balance",-226.040063765976,-2321.17990375429
2015,"Equalization / Stabilization","Quebec","Per Capita ($)","Contribution to Adjusted Balance",-680.036159211157,-2321.17990375429
2015,"GST and Excise Taxes","Quebec","Per Capita ($)","Contribution to Adjusted Balance",-237.161630928392,-2321.17990375429
2015,"Child Benefits","Saskatchewan","Per Capita ($)","Contribution to Adjusted Balance",-117.876051037885,779.447719035369
2015,"CPP Net Contributions","Saskatchewan","Per Capita ($)","Contribution to Adjusted Balance",115.252391430213,779.447719035369
2015,"Defense Purchases","Saskatchewan","Per Capita ($)","Contribution to Adjusted Balance",329.755412044069,779.447719035369
2015,"EI Payments less Receipts","Saskatchewan","Per Capita ($)","Contribution to Adjusted Balance",91.2006878631877,779.447719035369
2015,"Corporate Income Taxes","Saskatchewan","Per Capita ($)","Contribution to Adjusted Balance",416.426103729533,779.447719035369
2015,"Personal Income Taxes","Saskatchewan","Per Capita ($)","Contribution to Adjusted Balance",103.546163560618,779.447719035369
2015,"Other Factors","Saskatchewan","Per Capita ($)","Contribution to Adjusted Balance",-1028.68737917198,779.447719035369
2015,"Non-Defense Purchases","Saskatchewan","Per Capita ($)","Contribution to Adjusted Balance",194.675430390544,779.447719035369
2015,"OAS Benefits","Saskatchewan","Per Capita ($)","Contribution to Adjusted Balance",96.0768421933271,779.447719035369
2015,"Equalization / Stabilization","Saskatchewan","Per Capita ($)","Contribution to Adjusted Balance",489.343893220126,779.447719035369
2015,"GST and Excise Taxes","Saskatchewan","Per Capita ($)","Contribution to Adjusted Balance",89.7342248136176,779.447719035369
2015,"Child Benefits","Yukon","Per Capita ($)","Contribution to Adjusted Balance",-106.332910188813,-27050.5744451257
2015,"CPP Net Contributions","Yukon","Per Capita ($)","Contribution to Adjusted Balance",1422.3510956146,-27050.5744451257
2015,"Defense Purchases","Yukon","Per Capita ($)","Contribution to Adjusted Balance",459.799128566015,-27050.5744451257
2015,"EI Payments less Receipts","Yukon","Per Capita ($)","Contribution to Adjusted Balance",30.4799832609271,-27050.5744451257
2015,"Corporate Income Taxes","Yukon","Per Capita ($)","Contribution to Adjusted Balance",-638.167622213965,-27050.5744451257
2015,"Personal Income Taxes","Yukon","Per Capita ($)","Contribution to Adjusted Balance",176.874241016357,-27050.5744451257
2015,"Other Factors","Yukon","Per Capita ($)","Contribution to Adjusted Balance",-27491.0622796295,-27050.5744451257
2015,"Non-Defense Purchases","Yukon","Per Capita ($)","Contribution to Adjusted Balance",-2144.75920619279,-27050.5744451257
2015,"OAS Benefits","Yukon","Per Capita ($)","Contribution to Adjusted Balance",520.915995589982,-27050.5744451257
2015,"Equalization / Stabilization","Yukon","Per Capita ($)","Contribution to Adjusted Balance",489.343893220126,-27050.5744451257
2015,"GST and Excise Taxes","Yukon","Per Capita ($)","Contribution to Adjusted Balance",229.983235831299,-27050.5744451257
2016,"Child Benefits","Alberta","Per Capita ($)","Contribution to Adjusted Balance",0.85938516247495,4432.69242465358
2016,"CPP Net Contributions","Alberta","Per Capita ($)","Contribution to Adjusted Balance",727.371025578661,4432.69242465358
2016,"Defense Purchases","Alberta","Per Capita ($)","Contribution to Adjusted Balance",139.155835429369,4432.69242465358
2016,"EI Payments less Receipts","Alberta","Per Capita ($)","Contribution to Adjusted Balance",-114.230770364377,4432.69242465358
2016,"Corporate Income Taxes","Alberta","Per Capita ($)","Contribution to Adjusted Balance",452.712660355633,4432.69242465358
2016,"Personal Income Taxes","Alberta","Per Capita ($)","Contribution to Adjusted Balance",1441.30061211111,4432.69242465358
2016,"Other Factors","Alberta","Per Capita ($)","Contribution to Adjusted Balance",63.8154815843441,4432.69242465358
2016,"Non-Defense Purchases","Alberta","Per Capita ($)","Contribution to Adjusted Balance",615.468978216815,4432.69242465358
2016,"OAS Benefits","Alberta","Per Capita ($)","Contribution to Adjusted Balance",403.40962725238,4432.69242465358
2016,"Equalization / Stabilization","Alberta","Per Capita ($)","Contribution to Adjusted Balance",435.425806736833,4432.69242465358
2016,"GST and Excise Taxes","Alberta","Per Capita ($)","Contribution to Adjusted Balance",267.403782590344,4432.69242465358
2016,"Child Benefits","British Columbia","Per Capita ($)","Contribution to Adjusted Balance",85.3331088927529,1441.6806607793
2016,"CPP Net Contributions","British Columbia","Per Capita ($)","Contribution to Adjusted Balance",57.5664190228023,1441.6806607793
2016,"Defense Purchases","British Columbia","Per Capita ($)","Contribution to Adjusted Balance",193.323543931782,1441.6806607793
2016,"EI Payments less Receipts","British Columbia","Per Capita ($)","Contribution to Adjusted Balance",113.381532818155,1441.6806607793
2016,"Corporate Income Taxes","British Columbia","Per Capita ($)","Contribution to Adjusted Balance",-25.1667470963541,1441.6806607793
2016,"Personal Income Taxes","British Columbia","Per Capita ($)","Contribution to Adjusted Balance",129.194878455947,1441.6806607793
2016,"Other Factors","British Columbia","Per Capita ($)","Contribution to Adjusted Balance",-77.3460836701588,1441.6806607793
2016,"Non-Defense Purchases","British Columbia","Per Capita ($)","Contribution to Adjusted Balance",368.916807910424,1441.6806607793
2016,"OAS Benefits","British Columbia","Per Capita ($)","Contribution to Adjusted Balance",-13.2747231416595,1441.6806607793
2016,"Equalization / Stabilization","British Columbia","Per Capita ($)","Contribution to Adjusted Balance",495.243812242472,1441.6806607793
2016,"GST and Excise Taxes","British Columbia","Per Capita ($)","Contribution to Adjusted Balance",114.508111413135,1441.6806607793
2016,"Child Benefits","Manitoba","Per Capita ($)","Contribution to Adjusted Balance",-177.999405466469,-3062.36903430414
2016,"CPP Net Contributions","Manitoba","Per Capita ($)","Contribution to Adjusted Balance",96.1974933842374,-3062.36903430414
2016,"Defense Purchases","Manitoba","Per Capita ($)","Contribution to Adjusted Balance",-38.58512256369,-3062.36903430414
2016,"EI Payments less Receipts","Manitoba","Per Capita ($)","Contribution to Adjusted Balance",87.8532094095245,-3062.36903430414
2016,"Corporate Income Taxes","Manitoba","Per Capita ($)","Contribution to Adjusted Balance",-360.740232752747,-3062.36903430414
2016,"Personal Income Taxes","Manitoba","Per Capita ($)","Contribution to Adjusted Balance",-688.96732579743,-3062.36903430414
2016,"Other Factors","Manitoba","Per Capita ($)","Contribution to Adjusted Balance",-1122.21353236165,-3062.36903430414
2016,"Non-Defense Purchases","Manitoba","Per Capita ($)","Contribution to Adjusted Balance",-23.6431708581713,-3062.36903430414
2016,"OAS Benefits","Manitoba","Per Capita ($)","Contribution to Adjusted Balance",112.95502445341,-3062.36903430414
2016,"Equalization / Stabilization","Manitoba","Per Capita ($)","Contribution to Adjusted Balance",-810.55412846243,-3062.36903430414
2016,"GST and Excise Taxes","Manitoba","Per Capita ($)","Contribution to Adjusted Balance",-136.671843288725,-3062.36903430414
2016,"Child Benefits","New Brunswick","Per Capita ($)","Contribution to Adjusted Balance",0.586113311410031,-6493.62347992275
2016,"CPP Net Contributions","New Brunswick","Per Capita ($)","Contribution to Adjusted Balance",-397.057011647036,-6493.62347992275
2016,"Defense Purchases","New Brunswick","Per Capita ($)","Contribution to Adjusted Balance",-661.033099814473,-6493.62347992275
2016,"EI Payments less Receipts","New Brunswick","Per Capita ($)","Contribution to Adjusted Balance",-694.829380375675,-6493.62347992275
2016,"Corporate Income Taxes","New Brunswick","Per Capita ($)","Contribution to Adjusted Balance",-596.992993726374,-6493.62347992275
2016,"Personal Income Taxes","New Brunswick","Per Capita ($)","Contribution to Adjusted Balance",-1034.45941574624,-6493.62347992275
2016,"Other Factors","New Brunswick","Per Capita ($)","Contribution to Adjusted Balance",-261.679134508115,-6493.62347992275
2016,"Non-Defense Purchases","New Brunswick","Per Capita ($)","Contribution to Adjusted Balance",-625.545694313584,-6493.62347992275
2016,"OAS Benefits","New Brunswick","Per Capita ($)","Contribution to Adjusted Balance",-376.727251973693,-6493.62347992275
2016,"Equalization / Stabilization","New Brunswick","Per Capita ($)","Contribution to Adjusted Balance",-1702.96146711824,-6493.62347992275
2016,"GST and Excise Taxes","New Brunswick","Per Capita ($)","Contribution to Adjusted Balance",-142.924144010727,-6493.62347992275
2016,"Child Benefits","Newfoundland and Labrador","Per Capita ($)","Contribution to Adjusted Balance",85.7424669583,-2834.93730999302
2016,"CPP Net Contributions","Newfoundland and Labrador","Per Capita ($)","Contribution to Adjusted Balance",-109.556027863274,-2834.93730999302
2016,"Defense Purchases","Newfoundland and Labrador","Per Capita ($)","Contribution to Adjusted Balance",183.565052015136,-2834.93730999302
